X,Y,OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI
2387850.358800043351948,2494171.034296786412597,46451,,,5985,PYRENEES HWY(TUAGGRA)/HIGH,INT,,,,,,,,OPERATIONAL,"DIDO,PARTFCRT",,,
2316629.63270007353276,2466663.113196754828095,46452,,,5999,WESTERN HWY(HIGH)/PYRENEES(VINCENT),INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,
2588823.753699970431626,2549493.517596861347556,46453,,,6021,BRIDGE NR SALISBURY,POS,,,,,,,,OPERATIONAL,,,,
2551023.107799980789423,2526926.921796822920442,46454,,,6047,CLIFTON/ANDERSON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2396724.5828000404872,2439412.207296727225184,46455,,,5902,HOWITT/FOREST,INT,,,,,,,,OPERATIONAL,,,,
2500929.352799996268004,2422324.308496713638306,46456,,,3228,HIGH NR CHURCH,POS,,,,,,,,OPERATIONAL,,,,
2501047.234800004400313,2422890.081296715885401,46457,,,3229,HIGH/MAHONEYS/KEON,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,SRLC",,,
2501108.717299998272,2423673.605196714401245,46458,,,3230,HIGH/SETTLEMENT,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,
2501220.3196,2424513.275896715000272,46459,,,3231,HIGH/MAIN,INT,,,,,,,,OPERATIONAL,,,,
2501372.876500001642853,2425358.818096717819571,46460,,,3232,HIGH/MANNS CROSSING,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,
2501451.244599998462945,2426066.197296718135476,46461,,,3233,HIGH/PASCHKE/KINGSWAY,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,
2501127.168999998830259,2423813.106596717610955,46462,,,3234,HIGH/AUSTARC,INT,,,,,,,,OPERATIONAL,,,,
2500532.874899996910244,2419382.855996711179614,46463,,,3235,HIGH NR QUEEN,POS,,,,,,,,OPERATIONAL,Bluetooth,,,
2501685.002300001680851,2426798.847896713763475,46464,,,3236,HIGH/CHILDS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2501463.696999997831881,2426141.329096717759967,46465,,,3237,HIGH/KINGSWAY (SEE 3233),INT,,,,,,,,OPERATIONAL,,,,
2503089.0912,2422985.133796712383628,46466,,,3239,SETTLEMENT/APEX,INT,,,,,,,,OPERATIONAL,,,,
2476062.649200008250773,2435315.538196723908186,46467,,,3251,O'SHANNASSY NR STATION,FLASH PX,,,,,,,,OPERATIONAL,,,,
2502203.967399999499,2418738.87939671240747,46468,,,3260,ALBERT/TYLER,INT,,,,,,,,OPERATIONAL,,,,
2506977.089799997396767,2408577.86139670573175,46469,,,3127,CANTERBURY/BALWYN,INT,,,,,,,,OPERATIONAL,"Bluetooth,VTAG",,,
2505879.867299995385,2418997.920196712017059,46470,,,4291,RUTHVEN NR BELLEVUE,POS,,,,,,,,OPERATIONAL,,,,
2504330.594499995931983,2418494.997196713462472,46471,,,4292,WATERDALE/DOUGHARTY,INT,,,,,,,,OPERATIONAL,,,,
2505275.92899999442,2418372.262996712699533,46472,,,4293,WAIORA/DOUGHARTY,INT,,,,,,,,OPERATIONAL,,,,
2503243.875399997457862,2417770.208296708762646,46473,,,4294,SOUTHERN/LIBERTY,INT,,,,,,,,OPERATIONAL,,,,
2503774.941299995873123,2417698.512496709823608,46474,,,4295,SOUTHERN/ORIEL,INT,,,,,,,,OPERATIONAL,,,,
2504214.081600002013147,2417639.259896710515022,46475,,,4296,SOUTHERN/WATERDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2505163.202699993271381,2417522.196296712383628,46476,,,4297,SOUTHERN/WAIORA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2512465.343099991791,2410804.783496705815196,46477,,,3190,MIDDLEBOROUGH NR KATRINA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2512291.762399997096509,2409595.83479670714587,46478,,,3192,MIDDLEBOROUGH NR MCKEAN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2512079.382499996572733,2408369.618896706029773,46479,,,3193,MIDDLEBOROUGH/ALBION,INT,,,,,,,,OPERATIONAL,RADOUT,,,
2511748.128199998289347,2406126.792596701532602,46480,,,3195,MIDDLEBOROUGH/ELEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2510494.7119,2397115.447996698319912,46481,,,3197,CLAYTON NR DUNSTAN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2510467.339399996213615,2396950.768896695226431,46482,,,3198,CENTRE/CLAYTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,ESLS,SHOP SPDZ",,,
2508150.055399996694177,2397313.517696699127555,46483,,,3199,CENTRE/ESKAY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2510264.927599992137402,2395636.638396701775491,46484,,,3200,CLAYTON/FAIRBANK,INT,,,,,,,,OPERATIONAL,,,,
2504061.218,2416644.472696708515286,46485,,,3067,BELL/WATERDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2504433.9693,2416463.823196709156036,46486,,,3068,BELL/EDWIN,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,
2504967.741800003685057,2416209.036596709862351,46487,,,3069,BELL/BURGUNDY/UPR HEIDELBERG,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2505695.434799995739013,2416100.031096709892154,46488,,,3070,BURGUNDY/HAWDON,INT,,,,,,,,OPERATIONAL,,,,
2505915.703299997840077,2416066.250296711921692,46489,,,3071,BURGUNDY/CAPE,INT,,,,,,,,OPERATIONAL,,,,
2495509.519500005058944,2418323.443296713754535,46490,,,3074,SUSSEX/O'HEA,INT,,,,,,,,OPERATIONAL,SRLC,,,
2496222.792800003662705,2417837.574396712705493,46491,,,3075,BELL NR ALICE,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,
2496697.6003,2417777.843396715819836,46492,,,3076,BELL/HUDSON/MAIN,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,
2502100.240199996158481,2395985.084896696731448,46493,,,3100,BLUFF NR APEX,POS,,,,,,,,OPERATIONAL,,,,
2501950.037399999332,2394972.971796697936952,46494,,,3101,BLUFF/HIGHETT,INT,,,,,,,,OPERATIONAL,,,,
2497112.037900001276284,2410018.664896711707115,46495,,,2903,RUSSELL/LONSDALE,INT,,,,,,,,OPERATIONAL,,,,
2496894.576600004453212,2409938.787396709434688,46496,,,2904,SWANSTON/LONSDALE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2496777.923900003079325,2409895.902296707034111,46497,,,2905,LONSDALE NR ST FRANCIS,POS,,,,,,,,OPERATIONAL,,,,
2496459.402400002814829,2409778.460396707989275,46498,,,2907,QUEEN/LONSDALE,INT,,,,,,,,OPERATIONAL,,,,
2496242.305200004484504,2409699.786896704696119,46499,,,2908,WILLIAM/LONSDALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2496022.482800001744181,2409620.440596707165241,46500,,,2909,KING/LONSDALE,INT,,,,,,,,OPERATIONAL,,,,
2495803.721100004389882,2409541.421896706335247,46501,,,2910,SPENCER/LONSDALE,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,TRAM PRI",,,
2497287.55430000461638,2410208.067496706731617,46502,,,2911,EXHIBITION/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,,,,
2497072.111599997151643,2410128.306296706199646,46503,,,2912,RUSSELL/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,,,,
2496854.8239,2410048.316896703094244,46504,,,2913,SWANSTON/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2496637.188500003423542,2409967.766696705017239,46505,,,2914,ELIZABETH/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2511725.297899994067848,2371965.146096686832607,46506,,,738,FRANK-FLIND/MCMAHONS(MOOROODUC/HASTINGS),INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2511265.442399995401502,2377533.611396688036621,46507,,,739,RAILWAY/STATION/MCKENZIE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,
2511844.277599992696196,2375510.562496687285602,46508,,,740,WELLS NR MCCULLOCH,POS,,,,,,,,OPERATIONAL,,,,
2512485.907399992458522,2376798.593596692197025,46509,,,742,SEAFORD/HARTNETT,INT,,,,,,,,OPERATIONAL,,,,
2514959.773099998012185,2371657.041096685454249,46510,,,744,CRANBOURNE/MCCLELLAND,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2510931.110199997667223,2372664.889096688479185,46511,,,745,DAVEY/BAXTER/HASTINGS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2513773.905999997630715,2372053.817296686582267,46512,,,746,CRANBOURNE NR WATTLE TREE,POS,,,,,,,,OPERATIONAL,ASB WARN,,,
2514507.136999994982034,2371802.591196689754725,46513,,,747,CRANBOURNE/KARINGAL HUB ENT,INT,,,,,,,,OPERATIONAL,,,,
2511180.038499998394,2373298.173296688124537,46514,,,748,FLETCHER/BEACH/RAILWAY,INT,,,,,,,,OPERATIONAL,,,,
2514702.416599990334362,2377323.245796690694988,46515,,,749,FRANKSTON-DANDENONG/O'GRADYS,INT,,,,,,,,OPERATIONAL,,,,
2510994.990399998147041,2372779.361996687948704,46516,,,750,CRANBOURNE/PLAYNE,INT,,,,,,,,OPERATIONAL,,,,
2511993.711699994280934,2373015.203296686522663,46517,,,751,BEACH/MCMAHONS,INT,,,,,,,,OPERATIONAL,,,,
2515130.914899993222207,2377972.287496686913073,46518,,,752,FRANKSTON-DANDENONG/LATHAMS/HALL,INT,,,,,,,,OPERATIONAL,SRLC,,,
2515359.900399990845472,2364189.962396685965359,46519,,,758,FRANKSTON-FLINDERS NR ERAMOSA,FLASH PX,,,,,,,,OPERATIONAL,,,,
2476281.631900007836521,2406969.614096705801785,46520,,,1554,Leakes Road  /Forsyth Road,INT,,,,,,,,OPERATIONAL,,,,
2491012.0711,2411912.10689670778811,46521,,,2600,WESTERN HWY NR TIERNAN,POS,,,,,,,,OPERATIONAL,,,,
2490703.861500005703419,2412029.638396707363427,46522,,,2602,WESTERN HWY/DROOP/FARNSWORTH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,
2490267.613600003533065,2412195.400896705687046,46523,,,2603,WESTERN HWY/GORDON,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2489955.195600007195026,2412352.854896707460284,46524,,,2604,WESTERN HWY/ELEANOR,INT,,,,,,,,OPERATIONAL,,,,
2489703.047300007659942,2412481.625996707938612,46525,,,2605,WESTERN HWY/ROSAMOND/S'HILL,INT,,,,,,,,OPERATIONAL,,,,
2488455.151100006420165,2413116.172796709463,46526,,,2606,WESTERN/CHURCHILL,INT,,,,,,,,OPERATIONAL,"RLC,SRLC",,,
2487009.297400002367795,2413466.881796708330512,46527,,,2608,WESTERN HWY / DARNLEY / BUTLER,INT,,,,,,,,OPERATIONAL,,,,
2486539.765800003428012,2413531.067996707744896,46528,,,2609,WESTERN HWY/DUKE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,
2485558.025800002738833,2413670.27579670958221,46529,,,2611,WESTERN HWY NR WESTMORELAND,POS,,,,,,,,OPERATIONAL,AMBU LNK,,,
2485323.468400007579476,2413703.164296708069742,46530,,,2612,WESTERN HWY/HAMPSHIRE,INT,,,,,,,,OPERATIONAL,AMBU LNK,,,
2491239.558700006920844,2411832.437496705912054,46531,,,2504,PHW/WESTERN HWY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2484911.545100009534508,2413755.040596706792712,46532,,,2613,WESTERN HWY/MCINTYRE/ANDERSON,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,PTS_SIGN",,,
2480151.913100004661828,2414494.280196711421013,46533,,,2614,WESTERN HWY/STATION,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2489123.633700002916157,2412776.339496707543731,46534,,,2615,WESTERN HWY NR THOMSON,POS,,,,,,,,OPERATIONAL,,,,
2482366.951800011564046,2414318.434096707962453,46535,,,2616,WESTERN HWY/HOLT/G & F ENT,INT,,,,,,,,OPERATIONAL,,,,
2502433.7523,2403845.632996706292033,46536,,,2414,PHE/GLENFERRIE/HAWTHORN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,
2502578.565599998924881,2403796.310296703130007,46537,,,2415,PHE NR CARNARVON,POS,,,,,,,,OPERATIONAL,ASB WARN,,,
2502750.524099997710437,2403621.779596701264381,46538,,,2416,PHE/NORMANBY/STATION,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2503368.130800002254546,2403050.62159669958055,46539,,,2417,DANDENONG/TOORONGA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2503689.867399995680898,2402838.383896700106561,46540,,,2418,PHE/FINCH/DERBY,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2504165.329400003422052,2402547.144496700726449,46541,,,2419,PHE/BURKE/SIR JOHN MONASH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2504359.6673,2402213.186496703885496,46542,,,2420,PHE/GRANGE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL QUE",,,
2505108.555799999274,2401910.313896703533828,46543,,,2421,PHE/DARLING/KOORNANG,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2509033.42399999918,2403791.170196700841188,46544,,,460,HIGH ST RD/VANNAM/JORDAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2513114.791499997489154,2402703.50969670061022,46545,,,461,COLEMAN NR FIANDER,POS,,,,,,,,OPERATIONAL,,,,
2492387.820800001267344,2413506.451496702618897,46546,,,1002,EPSOM/LANGS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2493318.092600004281849,2414998.555196706205606,46547,,,1003,MT ALEXANDER NR COMMU CENTRE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2493351.313900003675371,2414658.079096712172031,46548,,,1005,ASCOT VALE/GLADSTONE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2492489.859700004570186,2413373.471596707589924,46549,,,1010,EPSOM/UNION,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2491920.225400002673268,2417730.209296710789204,46550,,,1012,BULLA/WOODLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2493109.5474,2412853.812896708026528,46551,,,1013,ASCOT VALE NR EDINBURGH,POS,,,,,,,,OPERATIONAL,,,,
2491952.455700005870312,2414084.169096707366407,46552,,,1014,EPSOM NR ROSEBERRY,POS,,,,,,,,OPERATIONAL,,,,
2433057.5575000224635,2524856.104196820408106,46553,,,6260,GOLDEN SQUARE-LONG GULLY/SYMONDS,INT,,,,,,,,OPERATIONAL,,,,
2485372.398400007281452,2405658.215296706184745,46554,,,3482,KOROROIT CREEK/DRAKE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2524847.826399986166507,2379766.239996688440442,46555,,,548,THOMPSONS/ROSEBANK/SPRINGHILL,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,
2501932.4882,2401577.456196701154113,46556,,,4091,HAWTHORN/GLENHUNTLY,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2502532.375799996778369,2401481.067296699620783,46557,,,4092,GLENHUNTLY/BAMBRA,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2503312.7374,2401357.262196701951325,46558,,,4093,GLENHUNTLY/BOORAN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,
2500679.453500002156943,2402872.133196702226996,46559,,,4094,ORRONG NR MERTON,POS,,,,,,,,OPERATIONAL,,,,
2501591.191200002096593,2403453.819396704435349,46560,,,4095,KOOYONG NR CRIMEA,POS,,,,,,,,OPERATIONAL,,,,
2501856.144299997948,2403206.146296700462699,46561,,,4096,BALACLAVA NR KINROSS,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2501828.627400002907962,2400886.228296702727675,46562,,,4097,HAWTHORN NR ELLINGTON,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2502408.818000003695488,2400670.203796699643135,46563,,,4098,BAMBRA NR BUNDEERA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2504938.55449999962,2400785.856596702709794,46564,,,4099,KOORNANG/TRUGANINI,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,
2505656.421299999114,2399959.73829669971019,46565,,,4100,MURRUMBEENA NR OAKLEIGH,POS,,,,,,,,OPERATIONAL,,,,
2506750.393399998079985,2400716.665396699681878,46566,,,4101,POATH/RAILWAY/WILLESDEN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,
2505045.492499998304993,2401488.254496705718338,46567,,,4102,KOORNANG NR JERSEY,POS,,,,,,,,OPERATIONAL,,,,
2500807.54370000353083,2403726.189696699380875,46568,,,4103,INKERMAN/ORRONG,INT,,,,,,,,OPERATIONAL,,,,
2501382.270099997986108,2402102.550696700811386,46569,,,4104,KOOYONG NR ALLISON,POS,,,,,,,,OPERATIONAL,,,,
2500868.914499997627,2404149.387296704575419,46570,,,4105,ORRONG/ALMA,INT,,,,,,,,OPERATIONAL,,,,
2504764.946599998511374,2401125.367696699686348,46571,,,4106,GLENHUNTLY/TRUGANINI,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2500306.037100001703948,2401829.178496703505516,46572,,,4109,GLENHUNTLY NR CARRE,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2495742.69799999939,2420314.717496713623405,46573,,,4111,BOUNDARY/SUSSEX,INT,,,,,,,,OPERATIONAL,,,,
2494575.526900003664196,2418822.872896712273359,46574,,,4112,GAFFNEY/CUMBERLAND,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,
2516567.835199990309775,2398953.655096699483693,46575,,,499,JELLS/WHEELERS HILL SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,
2513086.723899991717,2405404.93379670381546,46576,,,577,BURWOOD HWY/HOLLAND/K-MART ENT,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,
2512887.532399992458522,2405438.206396703608334,46577,,,578,BURWOOD HWY NR HIGHVIEW,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2512108.030199992470443,2405470.55709670484066,46578,,,579,BURWOOD HWY NR CROW,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2512121.328599990811199,2404747.331596703268588,46579,,,580,HIGHBURY NR NARMARA,POS,,,,,,,,OPERATIONAL,,,,
2512376.8268,2410198.48149670381099,46580,,,581,MIDDLEBOROUGH/SPRINGFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2517131.285599991679192,2408135.065296704880893,46581,,,582,MITCHAM NR ORIENT,POS,,,,,,,,OPERATIONAL,Bluetooth,,,
2512618.047399992588907,2410165.047696705907583,46582,,,583,SPRINGFIELD NR SELWYN,POS,,,,,,,,OPERATIONAL,,,,
2515021.158099997323006,2409825.571496705524623,46583,,,584,SPRINGFIELD NR MARDION,POS,,,,,,,,OPERATIONAL,,,,
2513886.091199995484203,2409985.907496704719961,46584,,,585,SURREY/SPRINGFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2513353.317699995823205,2410062.799396707676351,46585,,,586,SPRINGFIELD/WILLIAMS,INT,,,,,,,,OPERATIONAL,,,,
2513963.063499995972961,2410470.127696708776057,46586,,,587,SURREY NR JUNCTION,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2516704.160699995234609,2410792.969696708023548,46587,,,590,MITCHAM/PARK,INT,,,,,,,,OPERATIONAL,,,,
2520795.118599994108081,2388792.216196694411337,46588,,,599,PHE/PROGRESS,INT,,,,,,,,OPERATIONAL,,,,
2524463.808399990200996,2388012.743396693840623,46589,,,600,PHE/FITZGERALD/HINRICHSEN,INT,,,,,,,,OPERATIONAL,SRLC,,,
2525481.168499988503754,2387386.342096690088511,46590,,,601,PHE/TINKS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2522620.798099993262,2388511.981696693226695,46591,,,602,PHE/HARMER/WEDGEWOOD,INT,,,,,,,,OPERATIONAL,,,,
2526931.335399989038706,2386069.243296694010496,46592,,,604,PHE/NARRE WARREN-CRANBOURNE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2521287.895599992480129,2391985.89019669778645,46593,,,605,HEATHERTON/POWER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2520908.102699993178248,2389543.4933966929093,46594,,,606,POWER/PAPERBARK/BOX,INT,,,,,,,,OPERATIONAL,,,,
2522679.086399993394,2391772.785296695772558,46595,,,607,HEATHERTON/MATTHEW FLINDERS,INT,,,,,,,,OPERATIONAL,,,,
2540996.719899981748313,2381555.429196692071855,46596,,,608,PHE/PAKENHAM/DUNCAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2542242.654299979563802,2380977.230796687770635,46597,,,609,PHE NR DEVENEY,POS,,,,,,,,OPERATIONAL,,,,
2524243.151899991557002,2401952.033596700057387,46598,,,457,FERNTREE GULLY/MOUNTAIN GATE,INT,,,,,,,,OPERATIONAL,,,,
2522658.148399990983307,2400984.522296702489257,46599,,,459,FERNTREE GULLY/SCORESBY,INT,,,,,,,,OPERATIONAL,,,,
2489799.8999,2410193.42169670574367,46600,,,3753,WILLIAMSTOWN NR WEBB,POS,,,,,,,,OPERATIONAL,,,,
2512292.489299994427711,2400015.668396701104939,46601,,,446,FERNTREE GULLY NR HOWLEYS,POS,,,,,,,,OPERATIONAL,,,,
2514430.979199992492795,2402994.137696698307991,46602,,,448,HIGH ST RD/SNEDDEN,INT,,,,,,,,OPERATIONAL,,,,
2515806.769699991215,2399481.894596701022238,46603,,,449,FERNTREE GULLY/LUM,INT,,,,,,,,OPERATIONAL,,,,
2512570.607699992135167,2399974.743496703915298,46604,,,451,FERNTREE GULLY/BLACKBURN,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI",,,
2513147.651399993803352,2399874.741696702316403,46605,,,452,FERNTREE GULLY NR AVONHURST,POS,,,,,,,,OPERATIONAL,,,,
2513079.387599995359778,2403355.632596698589623,46606,,,453,BLACKBURN NR TAMBO,POS,,,,,,,,OPERATIONAL,,,,
2516624.290399991907179,2399352.004496700130403,46607,,,455,FERNTREE GULLY/JELLS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2520477.734799996018,2400190.888696702197194,46608,,,456,FERNTREE GULLY/STUD,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,
2526125.418399986810982,2401977.894696700386703,46609,,,380,FOREST NR ALPINE,FLASH PX,,,,,,,,OPERATIONAL,,,,
2523228.387899995316,2402476.122796700336039,46610,,,381,BURWOOD HWY/DOBSON (AMBULANCE DEPOT),FIRE W/W,,,,,,,,OPERATIONAL,,,,
2518872.412199992220849,2402664.545196702703834,46611,,,383,HIGH ST RD/CATHIES,INT,,,,,,,,OPERATIONAL,,,,
2521728.197599990293384,2400490.189196698367596,46612,,,384,FERNTREE GULLY/HENDERSON/ST LAURENT,INT,,,,,,,,OPERATIONAL,,,,
2526345.603299988433719,2402732.16509670112282,46613,,,385,FOREST NR DOYSAL,POS,,,,,,,,OPERATIONAL,,,,
2517084.509399995207787,2395916.74149669893086,46614,,,405,MONASH EXIT RAMP/POLICE,INT,,,,,,,,OPERATIONAL,,,,
2517351.419199996627867,2395888.554896698333323,46615,,,406,POLICE NR MONASH,POS,,,,,,,,OPERATIONAL,,,,
2514418.930399992503226,2402383.489296704530716,46616,,,407,KINGSWAY/RAILWAY PDE NTH/COLEMAN,INT,,,,,,,,OPERATIONAL,BUS PRI,,,
2514632.009699994232506,2402640.173696703277528,46617,,,408,SPRINGVALE/THE GLEN SHOPPING,INT,,,,,,,,OPERATIONAL,"BUS PRI,SB PRI",,,
2515334.623299995902926,2408142.76289670355618,46618,,,409,SPRINGVALE NR MILTON,POS,,,,,,,,OPERATIONAL,Bluetooth,,,
2513920.67669999972,2412467.070196707732975,46619,,,333,DONCASTER/DRYDEN,INT,,,,,,,,OPERATIONAL,,,,
2515065.226699993479997,2412299.833296705968678,46620,,,337,DONCASTER/TUNSTALL,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,
2513056.266899996902794,2403198.395696701481938,46621,,,358,BLACKBURN/HIGH ST RD,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SB PRI",,,
2512983.383899996057153,2402722.249796701595187,46622,,,359,BLACKBURN/COLEMAN,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI",,,
2515743.639699997846037,2402810.414996696636081,46623,,,361,HIGH ST RD/GALLAGHERS,INT,,,,,,,,OPERATIONAL,"BUS PRI,PARTFCRT",,,
2515445.839199990965426,2408827.57619670778513,46624,,,416,SPRINGVALE NR STATION,POS,,,,,,,,OPERATIONAL,"PUFFIN,WCHAIR",,,
2514890.840299994684756,2404326.211596702225506,46625,,,420,SPRINGVALE/HIGHBURY,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI",,,
2513951.148399997968227,2398037.63299669791013,46626,,,432,SPRINGVALE/WELLINGTON,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,RLC,SB PRI,",,,
2513432.970399992074817,2394628.213996698148549,46627,,,435,SPRINGVALE/LIGHTWOOD,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,
2515601.735999996773899,2401868.14849669765681,46628,,,462,GALLAGHERS NR TOWNSEND,POS,,,,,,,,OPERATIONAL,,,,
2509828.347199993673712,2403677.398596703074872,46629,,,463,HIGH ST RD/HUNTINGDALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,
2511443.361299995798618,2403435.498596702702343,46630,,,464,HIGH ST RD/STEPHENSONS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,
2511922.247099998407066,2403365.794796700589359,46631,,,465,HIGH ST RD NR CHARLES,POS,,,,,,,,OPERATIONAL,,,,
2512512.222799995914102,2403279.915896698832512,46632,,,466,HIGH ST RD/LAWRENCE,INT,,,,,,,,OPERATIONAL,,,,
2513319.092899994924664,2403158.802296700887382,46633,,,467,HIGH ST RD NR HUNTER,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2510829.149199995212257,2404936.118696706369519,46634,,,468,HIGHBURY NR FINCH,POS,,,,,,,,OPERATIONAL,,,,
2520015.981699994765222,2410019.460596708580852,46635,,,869,RINGWOOD/RINGWOOD BYPASS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2509896.887999991886318,2404123.607796701602638,46636,,,470,HUNTINGDALE NR ROCKLANDS,POS,,,,,,,,OPERATIONAL,,,,
2509652.676099996548146,2402488.787396701984107,46637,,,471,HUNTINGDALE NR MCLOCHLAN,POS,,,,,,,,OPERATIONAL,,,,
2516660.832499995827675,2395974.091396698728204,46638,,,472,POLICE/BROWNS,INT,,,,,,,,OPERATIONAL,,,,
2509742.583099995739758,2403091.804496702738106,46639,,,474,HUNTINGDALE NR RAILWAY,POS,,,,,,,,OPERATIONAL,ASB WARN,,,
2514209.980099991895258,2396364.868496699258685,46640,,,475,POLICE NR DUNOON,POS,,,,,,,,OPERATIONAL,,,,
